gid;ferrovia;operacao;observacao;extensaokm;bitolatipo;produtos;ferrosigla;pnvcoin;operadora;codpnvsimp;modal;bitola_ext;situacao;cod_pnv;wkt;geometria
403;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;17;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-153;Ferrovia;1.000;FERROVIA EM TRAFEGO;153FPR0210;MULTILINESTRING((-49.8162506110889 -23.995241043345352,-49.819284609235574 -23.988673017990024,-49.81595655377601 -23.97821800003764,-49.81533651328835 -23.966998972643005,-49.80822645398476 -23.962838981369668,-49.807115435015405 -23.959203974982664,-49.80838342144568 -23.952515954134824,-49.81924843157809 -23.934100876484656,-49.8181574157141 -23.931376872397227,-49.81231536674494 -23.927873879309576,-49.80969533672788 -23.923819875948833,-49.80753628210406 -23.91126084918437,-49.80341821735421 -23.899458829728044,-49.80563818534845 -23.88516278639136,-49.80343714471241 -23.876982771081945,-49.803208134733495 -23.874353764849992));ST_MultiLineString
404;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;13;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-153;Ferrovia;1.000;FERROVIA EM TRAFEGO;153FPR0190;MULTILINESTRING((-49.78523086346751 -23.82618868810273,-49.78483783558853 -23.818327668592445,-49.78789181211174 -23.804946625205872,-49.79165381454994 -23.798190597239735,-49.816602905555634 -23.776624472689598,-49.82715193405896 -23.764409411915718,-49.84206497184648 -23.746361323958112));ST_MultiLineString
405;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;8;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-153;Ferrovia;1.000;FERROVIA EM TRAFEGO;153FPR0160;MULTILINESTRING((-49.90270498094792 -23.627793847493734,-49.90977200532199 -23.621246811079192,-49.911811999159475 -23.615225789686857,-49.90563989279381 -23.594296751249324,-49.9105708961386 -23.585439714522533,-49.909278859447014 -23.576527694500395,-49.912041865171076 -23.572769677097043));ST_MultiLineString
406;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;9;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-153;Ferrovia;1.000;FERROVIA EM TRAFEGO;153FPR0180;MULTILINESTRING((-49.84206497184648 -23.746361323958112,-49.846271930611486 -23.72511325674284,-49.8523089511514 -23.719435225406098,-49.85430894027326 -23.712044200554466,-49.85172989082307 -23.701790180626286,-49.83718474470689 -23.685339176887066));ST_MultiLineString
407;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;15;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-153;Ferrovia;1.000;FERROVIA EM TRAFEGO;153FPR0170;MULTILINESTRING((-49.83718474470689 -23.685339176887066,-49.85805386910162 -23.682347112312836,-49.858685837851894 -23.671323081589456,-49.85526877363132 -23.658109056074167,-49.85661376822004 -23.653719040858135,-49.88300686693189 -23.63163591105585,-49.90270498094792 -23.627793847493734));ST_MultiLineString
408;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Ourinhos - Apucarana - Guaíra - Porto Mendes;24;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-369;Ferrovia;1.000;FERROVIA EM TRAFEGO;369FPR0040;MULTILINESTRING((-50.23829830739018 -23.052943418202705,-50.24573434935407 -23.051280393934178,-50.2559154499707 -23.062873397828785,-50.26283649602492 -23.063577381256863,-50.274512606293875 -23.075222381238667,-50.28764870880934 -23.081410362703057,-50.30091680287354 -23.084624335852446,-50.32683299553246 -23.093776291010013,-50.33843805371889 -23.088887246975553,-50.34659010761267 -23.089626227155023,-50.351917151924866 -23.093022221952392,-50.36749426246115 -23.09686119050929,-50.365735272939716 -23.103773213586916,-50.373838326719245 -23.104581194054884));ST_MultiLineString
409;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;19;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-153;Ferrovia;1.000;FERROVIA EM TRAFEGO;153FPR0140;MULTILINESTRING((-49.920244680586926 -23.498217457718823,-49.924550682276355 -23.49006442448611,-49.92862569413795 -23.485582401606447,-49.92926368798152 -23.482354391326947,-49.926615655263745 -23.47738138528485,-49.92778365534782 -23.475050375951064,-49.931207672598624 -23.473580362814886,-49.94314074933352 -23.473701330940344,-49.95663981989952 -23.468724281324214,-49.9634968776644 -23.473111274443163,-49.97277889832745 -23.460911217074237,-49.97617091243251 -23.458520201587298,-49.98724597278019 -23.45522616298011,-49.98958297367756 -23.450797144942523,-49.98833294179579 -23.44325612833164,-49.97585676637024 -23.413018081723973));ST_MultiLineString
410;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;13;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-153;Ferrovia;1.000;FERROVIA EM TRAFEGO;153FPR0130;MULTILINESTRING((-49.97585676637024 -23.413018081723973,-49.97263672022892 -23.404931068908006,-49.96790164186038 -23.38970104115481,-49.96876163422241 -23.385541027773627,-49.977768675032245 -23.380237989438196,-49.988346709776856 -23.369835933314718,-49.99691175282341 -23.366142900458758,-49.998868759136535 -23.36418288998222));ST_MultiLineString
411;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;12;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-153;Ferrovia;1.000;FERROVIA EM TRAFEGO;153FPR0150;MULTILINESTRING((-49.912041865171076 -23.572769677097043,-49.92309491380176 -23.56581262880309,-49.92641191938295 -23.560896606844015,-49.92780989532639 -23.55053157568588,-49.926087861833814 -23.543473561695357,-49.91666075633135 -23.529283549662914,-49.91595973221262 -23.52310853521595,-49.91648568456816 -23.507051491275707,-49.920244680586926 -23.498217457718823));ST_MultiLineString
439;Ferrovia Centro - Atlântica S.A.;1996-09-01T00:00:00.000Z;Sem Observação;25;BITOLA METRICA;Derivados de petróleo, cimento, calcário, farelo de soja, trigo e soja.;FCA;;VALE;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FMG0970;MULTILINESTRING((-43.42442306953938 -15.922891752721172,-43.439359171272656 -15.922489726093255,-43.443420203130586 -15.924743729263938,-43.45208228195468 -15.935662762927057,-43.49491363161049 -15.967095829727693,-43.49964068131039 -15.976784864394254,-43.51414680679505 -15.991370904169921,-43.51726584452371 -16.00051093905465,-43.521546877800375 -16.002712941543884,-43.53030493997853 -16.00392593219105,-43.5514021501233 -16.040509057094916));ST_MultiLineString
412;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;24;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-153;Ferrovia;1.000;FERROVIA EM TRAFEGO;153FPR0120;MULTILINESTRING((-49.998868759136535 -23.36418288998222,-50.005200770592566 -23.354996848517004,-50.00979373459967 -23.334272781000283,-50.00821067592405 -23.318844744137976,-50.01019865130837 -23.306987707183627,-50.00872262221243 -23.300729694446858,-50.00042255056537 -23.294785700838396,-49.998142527930355 -23.292212700079833,-49.99714549787411 -23.284669682601386,-49.998482468817116 -23.27269664701721,-49.99566542012927 -23.26290762838137,-49.99786739805927 -23.251388591661623,-49.992937333191975 -23.240725576300438,-49.97470318256146 -23.229777595713884,-49.9647370911375 -23.220886598489024,-49.963005057986386 -23.213820584141985,-49.97078602304028 -23.186742490601944,-49.97149400169939 -23.178458466434186,-49.97516499686619 -23.169403432282078,-49.969866936927744 -23.161020423842285));ST_MultiLineString
413;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;10;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-153;Ferrovia;1.000;FERROVIA EM TRAFEGO;153FPR0110;MULTILINESTRING((-49.969866936927744 -23.161020423842285,-49.96308985795517 -23.149552411009058,-49.94975963914667 -23.1065563304505,-49.944292579810906 -23.0986823236968,-49.94635655430084 -23.086224284513712,-49.9527035644087 -23.07643524116554));ST_MultiLineString
414;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;7;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-153;Ferrovia;1.000;FERROVIA EM TRAFEGO;153FPR0200;MULTILINESTRING((-49.803208134733495 -23.874353764849992,-49.79949507446269 -23.863104745645444,-49.79270900028254 -23.853663739535996,-49.79099496718113 -23.84683072636075,-49.79198494826404 -23.83899870317783,-49.78523086346751 -23.82618868810273));ST_MultiLineString
415;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;61;BITOLA METRICA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-116;Ferrovia;1.000;FERROVIA PLANEJADA;116FSP1995;MULTILINESTRING((-49.46404276560048 -24.11326628694543,-49.44841768267784 -24.1189426142216,-49.42949665818608 -24.117966101135156,-49.42272172596153 -24.122299627162054,-49.41789992007873 -24.12315413482476,-49.412711893315546 -24.121689301489702,-49.409599068584214 -24.118149261712993,-49.40080994797681 -24.117844109258893,-49.37792163628293 -24.124191844946445,-49.36760661885565 -24.12144528402576,-49.359305783421114 -24.121384271483226,-49.35222566639791 -24.123581562291186,-49.332022863664335 -24.11296147264454,-49.300101296756715 -24.121445469144486,-49.28661245705134 -24.126877649296087,-49.27702987628731 -24.127243887458842,-49.27013284936253 -24.124375246470596,-49.25243249842334 -24.111985125618713,-49.24620686338167 -24.109360624028795,-49.23070382945829 -24.108384101384672,-49.2208160550069 -24.103867514962722,-49.20714408727482 -24.102768916646838,-49.20421437511856 -24.101059935771584,-49.197622494062166 -24.088364607753185,-49.19121374858012 -24.084580435574026,-49.18419466496133 -24.08616737301091,-49.17894562151914 -24.09056193022543,-49.17510038455001 -24.091477470497242,-49.1722927207503 -24.082749427730576,-49.16472429576626 -24.077744552336547,-49.13634274800003 -24.07316698095674,-49.126699119666625 -24.06987110008785,-49.1207176190946 -24.064866220307472,-49.11699441689066 -24.054551261660443,-49.11363744618032 -24.04985155129163,-49.10643523787812 -24.045884275214835,-49.10002649809802 -24.04387012716154,-49.09099323654227 -24.044053257722943,-49.08159374726002 -24.0397808110112,-49.06499209495972 -24.045579211498097,-49.047108630768875 -24.03117492490272,-49.04143231565373 -24.02855042162301,-49.02843174725749 -24.030076339959784,-49.01781154091931 -24.02397283691195,-49.0131117999913 -24.022996284578063,-49.00841208560999 -24.03025950035348,-49.00041640598457 -24.02348460163781,-48.99229870027044 -24.03068679139139,-48.987721034763474 -24.03105301574995,-48.97032584984404 -24.0150618092822,-48.96544300163666 -24.01390215146615,-48.95244243193675 -24.015061857837225,-48.94792579371826 -24.012864598583814,-48.93919767641866 -24.002671723840603,-48.91862868691554 -24.000474508106592,-48.87590374020568 -23.9826523103382));ST_MultiLineString
416;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;18;BITOLA METRICA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FSP2060;MULTILINESTRING((-49.26275240421595 -24.416720662538328,-49.23275010355198 -24.385011663374105,-49.22421900803364 -24.372943655609593,-49.22049697976871 -24.371746662786066,-49.2089389119333 -24.37408470081147,-49.1911547992778 -24.375179752806172,-49.18471074546739 -24.371634761381397,-49.17614065953386 -24.362553761394963,-49.16102453496935 -24.354741782752622,-49.15487147855649 -24.349825786902553,-49.14431430578507 -24.318244733488747));ST_MultiLineString
417;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;14;BITOLA METRICA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FSP2050;MULTILINESTRING((-49.14431430578507 -24.318244733488747,-49.105035039061505 -24.315293833940963,-49.09202195467041 -24.31554087041086,-49.063020802931604 -24.32720298082004,-49.04899571475374 -24.328342022409505,-49.027244531871574 -24.316042049939686,-49.01438341592218 -24.30638205989039));ST_MultiLineString
418;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;74;BITOLA METRICA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FSP2045;MULTILINESTRING((-49.01438341592218 -24.30638205989039,-48.99331028356423 -24.30817312251074,-48.983615224865076 -24.30967415309973,-48.97446917684103 -24.313341187885875,-48.95731409535563 -24.322855260083664,-48.945340051291495 -24.33341732081459,-48.92698801903249 -24.360379442276393,-48.91342504943056 -24.396827575487077,-48.906984036083415 -24.405661616445208,-48.89211895172263 -24.409745668119115,-48.883725916335436 -24.415783707109245,-48.872004906340976 -24.43621479310241,-48.85466987489965 -24.461352906920943,-48.84706234700062 -24.51330905471721));ST_MultiLineString
419;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;12;BITOLA METRICA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FSP2040;MULTILINESTRING((-49.01438341592218 -24.30638205989039,-48.99570725126124 -24.293486077239006,-48.97894514258376 -24.29388012430142,-48.96654700733459 -24.277379114784505,-48.96371296312755 -24.269532101831736,-48.964307952112584 -24.264959088117514,-48.974741954624754 -24.244735006059468,-48.97820194538475 -24.234933970658734,-48.977073900857135 -24.22353194357557));ST_MultiLineString
420;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;6;BITOLA METRICA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FSP2030;MULTILINESTRING((-48.977073900857135 -24.22353194357557,-48.97531983153215 -24.205760901310168,-48.96848872448317 -24.18660686920297,-48.978436765178145 -24.17905482197323));ST_MultiLineString
421;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;6;BITOLA METRICA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FSP2020;MULTILINESTRING((-48.978436765178145 -24.17905482197323,-48.96652960350225 -24.15328678606301,-48.95508745721149 -24.131288758757712));ST_MultiLineString
422;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;1;BITOLA METRICA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FSP2010;MULTILINESTRING((-48.95508745721149 -24.131288758757712,-48.93971929679156 -24.11285275151996));ST_MultiLineString
423;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;6;BITOLA METRICA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FSP2000;MULTILINESTRING((-48.87598045958479 -23.982691575861153,-48.89525864624683 -24.001458574112505,-48.90539774875914 -24.01267257674348,-48.92707692361309 -24.022853545234955,-48.93660005522786 -24.044347576958405,-48.93965114042674 -24.0645746227824,-48.93867616725281 -24.07487065295767,-48.941071197915925 -24.079506658829096,-48.94845426227383 -24.084450651941065,-48.9503162945718 -24.090671663479533,-48.94592031804823 -24.106852718623927,-48.93971929679156 -24.11285275151996));ST_MultiLineString
424;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;22;BITOLA METRICA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FSP1990;MULTILINESTRING((-48.78782859999909 -23.89477357632458,-48.800991712517686 -23.902960563053433,-48.81228178676821 -23.903007532735963,-48.823149885632205 -23.911638526803664,-48.840848034180375 -23.921793506518707,-48.86998622389123 -23.921361426658617,-48.87201724145222 -23.922689424759877,-48.874250284520556 -23.931579442735277,-48.881885353854486 -23.93760543836239,-48.88754641254779 -23.94434844124413,-48.89048445582094 -23.95184745351428,-48.88378844545291 -23.962313499836974,-48.87598045958479 -23.982691575861153));ST_MultiLineString
425;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Rubião Júnior  - Ourinhos - Presidente Prudente - Ponta Porã;7;BITOLA METRICA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-270;Ferrovia;1.000;FERROVIA EM TRAFEGO;270FSP0090;MULTILINESTRING((-48.991565428729956 -23.09363582312633,-49.00993648517149 -23.073052717241996,-49.02473954729732 -23.061917647236506,-49.04773066267284 -23.050821555930295));ST_MultiLineString
